-1.7894,-1.4476,-1.9369,-2.9174,1
0.21341,2.4659,1.3802,0.32796,1
-1.1326,-1.2818,-2.2961,-2.2581,1
-1.0019,-1.1389,1.485,0.064536,1
-1.5306,-1.3928,-2.0701,-2.5848,1
0.32221,-0.45023,-2.3676,-2.8638,1
-2.6929,-2.5305,-1.6482,-1.8077,1
-0.9691,-1.1468,-2.2043,-2.1736,1
-2.5588,-0.77261,0.61931,-1.3679,1
-2.1023,-2.2599,-2.2774,-2.5087,1
-3.3187,-3.3676,-2.1025,-3.2787,1
-1.7546,-1.071,0.38784,-1.4946,1
-2.2802,-2.2879,-2.1822,-2.0944,1
-1.1537,-1.9621,0.94473,-1.1488,1
-0.70297,-0.89704,-2.1968,-1.7733,1
-1.4792,-0.34227,0.80551,-1.4927,1
-0.053477,-0.64633,-2.6049,-2.4654,1
-2.3906,-2.0793,0.74551,-2.0765,1
-2.5827,-2.2974,-1.0033,-2.0801,1
-1.517,-1.5961,-2.2376,-2.4369,1
-0.77677,-1.0562,-2.3195,-2.1049,1
-0.49252,-1.0496,1.6899,-1.4818,1
-1.5277,-0.74191,1.282,-0.31519,1
-2.0144,-1.3719,0.012001,-1.4597,1
2.6735,2.3234,1.7762,-1.4608,1
-2.7555,-2.7661,-1.3819,-2.3669,1
2.48,2.1558,1.2529,-0.34286,1
-0.6311,-0.97459,-2.1726,-2.0696,1
-2.6972,-2.7442,-1.6528,-2.41,1
-3.5952,-3.354,-2.2331,-2.9892,1
-0.22373,-0.64586,-2.0523,1.5126,1
-1.2847,-1.5854,-2.1146,0.16902,1
-2.8326,-2.8765,-2.4143,-2.9748,1
-0.92224,-1.1516,-2.2369,-2.06,1
-1.0391,-1.2435,-2.2576,-2.0426,1
-0.60785,1.344,1.3108,1.0855,1
-1.2113,-1.2668,-2.2442,-1.979,1
0.23259,-0.54903,1.6441,-1.0396,1
-2.4902,-2.4821,-2.5176,-2.8565,1
-2.0731,-2.0364,-2.1284,-1.9985,1
-0.11054,-0.18642,0.21596,-0.025405,1
-0.082246,-0.71193,0.78442,1.1497,1
-1.1153,-1.4234,-2.0856,-0.11392,1
-0.69148,-1.0479,-2.0194,1.073,1
-2.5982,-2.1181,-0.74939,-1.4255,1
-0.8641,-0.83192,-0.078694,-1.273,1
-1.6637,-1.8414,-2.3332,-2.3891,1
-0.74509,-0.99651,-2.2834,-2.0439,1
-2.191,-2.2998,-2.311,-2.5054,1
-0.49087,-0.89407,-2.4775,-2.4207,1
2.8389,2.7996,1.4984,-1.1975,1
2.0557,2.7415,1.3929,-2.1028,1
2.4873,2.2133,1.8832,1.7267,1
-3.2617,-3.2943,-2.0065,-2.9001,1
0.0378,-0.33487,1.3246,0.42092,1
-2.397,-2.3433,-1.8505,-2.1875,1
-0.024744,-0.54556,-2.653,-2.544,1
-1.974,-2.1278,-2.2616,-2.5421,1
-1.3442,3.7099,1.3906,-1.1159,1
2.0974,2.2294,1.6137,-0.52375,1
-1.7709,-1.9127,-2.287,-2.2334,1
-1.2278,-1.0335,-2.0082,-2.8597,1
-1.7759,-1.9437,-2.4062,-2.4076,1
-2.6131,-2.6124,-1.8912,-1.9284,1
-0.73113,-1.0503,-2.0917,1.3889,1
-2.2777,-2.3673,-2.1158,-2.2404,1
0.22251,-0.81855,-1.7225,-2.5366,1
-0.22272,-0.76485,0.69094,0.92053,1
-1.3321,-1.5134,-2.3933,-2.2544,1
-1.6232,-1.7791,-2.308,-2.263,1
-0.88773,-1.1858,-2.1433,0.85842,1
-0.68358,-0.93685,-2.2913,-1.979,1
-2.9662,-2.8726,-2.1559,-2.2735,1
0.1661,-1.1312,1.3044,0.57887,1
-2.596,-1.7323,2.7832,-0.79689,1
3.5773,3.0576,1.3219,-0.46967,1
-2.0764,-2.204,-2.2422,-2.5212,1
