18.61,-2.3057,10.126,10.859,0
24.399,4.4679,11.749,12.697,0
15.799,15.041,6.1339,22.14,0
13.608,15.135,5.6461,13.055,0
24.858,-1.4086,12.856,13.892,0
29.202,6.5372,14.037,15.243,0
27.91,8.6726,15.022,16.492,0
12.796,12.407,13.343,13.061,0
12.298,15.397,4.7421,9.892,0
13.222,15.909,6.3452,12.903,0
14.747,16.16,4.1834,18.207,0
18.848,-2.5236,12.375,13.312,0
29.252,6.189,15.113,16.154,0
18.589,15.304,7.5361,22.23,0
17.565,15.926,4.1776,16.325,0
22.815,-1.4539,14.019,15.085,0
29.675,6.8751,15.26,16.644,0
29.043,9.2439,16.036,17.347,0
23.106,20.151,14.424,17.639,0
17.877,17.325,2.6965,16.998,0
18.096,16.476,3.9585,18.515,0
18.508,16.114,6.1794,22.021,0
23.413,1.0869,16.467,17.067,0
30.251,8.9314,18.52,18.437,0
18.415,15.68,3.9748,15.711,0
17.548,16.347,2.5149,13.135,0
24.842,0.61181,17.079,17.709,0
30.016,9.4417,17.903,18.358,0
29.413,10.207,17.675,18.657,0
24.103,6.593,15.242,19.548,0
18.122,17.332,2.4098,15.328,0
17.976,16.846,2.6736,15.124,0
18.532,16.342,3.8419,16.077,0
23.993,16.583,18.7,18.761,0
28.796,10.758,19.82,19.011,0
12.75,10.835,2.2279,9.7876,0
15.428,14.579,9.2784,10.277,0
24.864,9.4477,19.021,18.764,0
29.064,11.537,19.671,18.795,0
28.191,11.169,19.151,19.056,0
23.937,7.5386,15.337,19.988,0
16.693,16.382,13.736,12.594,0
15.895,15.281,14.609,11.763,0
14.121,12.297,2.3425,10.87,0
22.488,14.247,19.995,19.234,0
25.563,11.305,19.191,18.677,0
3.6106,2.7593,1.1598,3.1563,0
13.069,12.533,6.8435,8.0426,0
24.42,14.783,20.163,19.503,0
26.649,12.195,19.538,18.545,0
27.308,11.44,19.759,18.932,0
23.742,7.7188,15.551,20.158,0
14.935,14.846,9.7405,10.234,0
13.051,12.658,7.1187,8.7965,0
7.8373,6.4709,13.333,5.9951,0
40.893,10.823,17.509,13.557,0
31.055,10.635,16.782,12.767,0
14.687,12.135,18.098,16.709,0
15.436,13.708,19.798,12.334,0
36.216,7.0794,19.696,14.052,0
27.484,5.285,18.621,11.63,0
21.545,15.32,17.852,9.7195,0
10.3,17.109,15.51,12.276,0
15.533,15.634,17.282,11.527,0
15.726,15.234,18.426,11.755,0
16.041,14.436,16.598,12.282,0
38.981,10.876,16.71,14.545,0
37.672,13.552,17.96,14.772,0
14.669,11.597,13.194,24.618,0
16.748,14.166,19.517,17.198,0
39.654,13.167,18.819,15.5,0
37.894,11.689,19.427,15.442,0
34.809,28.504,20.233,15.161,0
17.102,18.654,18.942,5.5255,0
